Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,ExperienceLevel,SalaryCategory,AgeGroup
41,0,2,645,2,1,3,2,534,2,1,49,4,3,7,1,1,8392,19566,1,0,16,3,3,1,10,2,3,10,7,0,7,3,0,2
28,0,2,1300,1,17,2,3,536,3,1,79,3,2,2,1,0,4558,13535,1,0,12,3,4,1,10,2,3,10,0,1,8,3,2,1
42,0,1,532,1,29,2,1,547,1,0,92,3,2,6,3,0,4556,12932,2,0,11,3,2,1,19,3,3,5,4,0,2,2,2,2
24,1,2,1448,2,1,1,5,554,1,0,62,3,1,8,2,2,3202,21972,1,1,16,3,2,0,6,4,3,5,3,1,4,2,1,0
34,1,1,296,2,6,2,2,555,4,0,33,1,1,8,3,0,2351,12253,0,0,16,3,4,1,3,3,2,2,2,1,0,1,1,1
30,0,0,1400,1,3,3,1,562,3,1,53,3,1,2,4,1,2097,16734,4,0,15,3,3,1,9,3,1,5,3,1,4,2,1,1
29,0,2,986,1,3,4,3,564,2,1,93,2,3,5,3,1,11935,21526,1,0,18,3,3,0,10,2,3,10,2,0,7,3,0,1
29,1,2,408,1,25,5,5,565,3,0,71,2,1,6,2,1,2546,18300,5,0,16,3,2,0,6,2,4,2,2,1,1,1,1,1
19,1,2,489,0,2,2,5,566,1,1,52,2,1,1,4,2,2564,18437,1,0,12,3,3,0,1,3,4,1,0,0,0,1,1,0
35,0,2,144,1,22,3,1,577,4,1,46,1,1,2,3,2,4230,19225,0,0,15,3,3,0,6,2,3,5,4,4,3,2,2,1
54,0,2,548,1,8,4,1,578,3,0,42,3,2,2,3,2,3780,23428,7,0,11,3,3,0,19,3,3,1,0,0,0,1,2,3
34,0,2,1303,1,2,4,1,579,4,1,62,2,1,6,3,0,2768,8416,3,0,12,3,3,1,14,3,3,7,3,5,7,3,1,1
46,0,2,1125,2,10,3,2,580,3,0,94,2,3,7,4,1,9071,11563,2,1,19,3,3,1,15,3,3,3,2,1,2,2,0,3
30,0,2,413,2,7,1,2,585,4,1,57,3,1,8,2,2,2983,18398,0,0,14,3,1,0,4,3,3,3,2,1,2,2,1,1
35,0,2,1276,1,16,3,1,586,4,1,72,3,3,0,3,1,7632,14295,4,1,12,3,3,0,10,2,3,8,7,0,0,3,0,1
31,1,1,534,1,20,3,1,587,1,1,66,3,3,0,3,1,9824,22908,3,0,12,3,1,0,12,2,3,1,0,0,0,1,0,1
42,0,1,1474,1,5,2,4,591,2,1,97,3,1,2,3,1,2093,9260,4,0,17,3,4,1,8,4,3,2,2,2,0,1,1,2
22,1,1,1368,1,4,1,5,593,3,1,99,2,1,2,3,2,3894,9129,5,0,16,3,3,0,4,3,3,2,2,1,2,1,2,0
41,0,0,267,2,10,2,1,599,4,1,56,3,2,7,4,2,6230,13430,7,0,14,3,4,0,16,3,3,14,3,1,10,0,2,2
39,0,1,443,1,8,1,1,602,3,0,48,3,1,2,3,1,3755,17872,1,0,11,3,1,1,8,3,3,8,3,0,7,3,2,2
31,0,2,828,2,2,1,1,604,2,1,77,3,2,7,4,2,6582,8346,4,1,13,3,3,0,10,2,4,6,5,0,5,3,0,1
45,0,2,561,2,2,3,4,606,4,1,61,3,2,7,2,1,4805,16177,0,0,19,3,2,1,9,3,4,8,7,3,7,3,2,2
26,1,1,426,0,17,4,1,608,2,0,58,3,1,1,3,0,2741,22808,0,1,11,3,2,1,8,2,2,7,7,1,0,3,1,1
29,0,2,232,1,19,3,5,611,4,1,34,3,2,4,4,0,4262,22645,4,0,12,3,2,2,8,2,4,3,2,1,2,2,2,1
33,0,2,922,1,1,5,3,612,1,0,95,4,4,5,3,0,16184,22578,4,0,19,3,3,1,10,2,3,6,1,0,5,3,0,1
18,1,1,1306,2,5,3,2,614,2,1,69,3,1,8,2,2,1878,8059,1,1,14,3,4,0,0,3,3,0,0,0,0,1,1,0
40,0,0,1094,2,28,3,4,615,3,1,58,1,3,7,1,0,10932,11373,3,0,15,3,3,1,20,2,3,1,0,0,1,1,0,2
41,0,0,509,1,2,4,4,616,1,0,62,2,2,0,3,2,6811,2112,2,1,17,3,1,0,10,3,3,8,7,0,7,3,0,2
35,0,2,195,2,1,3,3,620,1,0,80,3,2,7,3,2,4859,6698,1,0,16,3,4,0,5,3,3,5,4,0,3,2,2,1
34,0,2,258,2,21,4,1,621,4,1,74,4,2,7,4,2,5337,19921,1,0,12,3,4,0,10,3,3,10,7,5,7,3,2,1
26,1,2,471,1,24,3,5,622,3,1,66,1,1,2,4,2,2340,23213,1,1,18,3,2,0,1,3,1,1,0,0,0,1,1,1
37,0,2,799,1,1,3,5,623,2,0,59,3,3,4,4,2,7491,23848,4,0,17,3,4,0,12,3,4,6,5,1,2,3,0,2
32,1,0,1474,2,11,4,4,631,4,1,60,4,2,7,3,1,4707,23914,8,0,12,3,4,0,6,2,3,4,2,1,2,2,2,1
24,0,1,535,2,24,3,3,632,4,1,38,3,1,8,4,1,2400,5530,0,0,13,3,3,2,3,3,3,2,2,2,1,1,1,0
38,0,2,1495,1,10,3,3,634,3,0,76,3,2,0,3,1,9824,22174,3,0,19,3,3,1,18,4,3,1,0,0,0,1,0,2
37,0,2,446,1,1,4,1,635,2,0,65,3,2,4,2,1,6447,15701,6,0,12,3,2,1,8,2,2,6,5,4,3,3,2,2
24,0,2,691,1,23,3,3,639,2,1,89,4,1,6,4,1,2725,21630,1,1,11,3,2,2,6,3,3,6,5,1,4,3,1,0
25,0,2,622,2,13,1,3,645,2,1,40,3,1,8,3,1,2096,26376,1,0,11,3,3,0,7,1,3,7,4,0,6,3,1,0
24,1,1,1287,1,7,3,1,647,1,0,55,3,1,2,3,1,2886,14168,1,1,16,3,4,1,6,4,3,6,3,1,2,3,1,0
30,1,1,448,2,12,4,1,648,2,1,74,2,1,8,1,1,2033,14470,1,0,18,3,3,1,1,2,4,1,0,0,0,1,1,1
34,0,2,254,1,1,2,1,649,2,1,83,2,1,6,4,1,3622,22794,1,1,13,3,4,1,6,3,3,6,5,1,3,3,1,1
31,1,2,1365,2,13,4,3,650,2,1,46,3,2,7,1,0,4233,11512,2,0,17,3,3,0,9,2,1,3,1,1,2,2,2,1
35,0,2,538,1,25,2,4,652,1,1,54,2,2,2,4,2,3681,14004,4,0,14,3,4,0,9,3,3,3,2,0,2,2,2,1
37,0,2,558,2,2,3,2,656,4,1,75,3,2,7,3,1,9602,3010,4,1,11,3,3,1,17,3,2,3,0,1,0,2,0,2
42,0,2,622,1,2,4,1,659,3,0,81,3,2,0,4,1,4089,5718,1,0,13,3,2,2,10,4,3,10,2,2,2,3,2,2
38,0,2,362,1,1,1,1,662,3,0,43,3,1,6,1,2,2619,14561,3,0,17,3,4,0,8,3,2,0,0,0,0,1,1,2
43,0,1,1001,1,9,5,3,663,4,1,72,3,2,2,3,0,5679,19627,3,1,13,3,2,1,10,3,3,8,7,4,7,3,2,2
48,0,2,1236,1,1,4,1,664,4,0,40,2,4,3,1,1,15402,17997,7,0,11,3,1,1,21,3,1,3,2,0,2,2,0,3
44,0,2,1112,0,1,4,1,665,1,0,50,2,2,1,3,2,5985,26894,4,0,11,3,2,0,10,1,4,2,2,0,2,1,2,2
34,0,2,204,2,14,3,5,666,3,0,31,3,1,8,3,0,2579,2912,1,1,18,3,4,2,8,3,3,8,2,0,6,3,1,1
27,1,2,1420,2,2,1,2,667,3,1,85,3,1,8,1,0,3041,16346,0,0,11,3,2,1,5,3,3,4,3,0,2,2,1,1
21,0,2,1343,2,22,1,5,669,3,1,49,3,1,8,3,2,3447,24444,1,0,11,3,3,0,3,2,3,3,2,1,2,2,1,0
33,0,2,1216,2,8,4,2,677,3,1,39,3,2,7,3,0,7104,20431,0,0,12,3,4,0,6,3,3,5,0,1,2,2,0,1
32,0,2,646,1,9,4,1,679,1,0,92,3,2,6,4,1,6322,18089,1,1,12,3,4,1,6,2,2,6,4,0,5,3,2,1
45,1,1,306,2,26,4,1,684,1,0,100,3,2,7,1,1,4286,5630,2,0,14,3,4,2,5,4,3,1,1,0,0,1,2,2
26,0,2,991,1,6,3,1,686,3,0,71,3,1,2,4,1,2659,17759,1,1,13,3,3,1,3,2,3,3,2,0,2,2,1,1
36,0,2,913,1,9,2,3,699,2,1,48,2,2,4,2,0,8847,13934,2,1,11,3,3,1,13,2,3,3,2,0,2,2,0,2
35,0,0,727,1,3,3,1,704,3,1,41,2,1,2,3,1,1281,16900,1,0,18,3,3,2,1,3,3,1,0,0,0,1,1,1
23,0,2,885,1,4,3,3,705,1,1,58,4,1,6,1,1,2819,8544,2,0,16,3,1,1,5,3,4,3,2,0,2,2,1,0
48,0,2,817,2,2,1,2,712,2,1,56,4,2,7,2,1,8120,18597,3,0,12,3,4,0,12,3,3,2,2,2,2,1,0,3
37,0,2,1225,1,10,2,1,715,4,1,80,4,1,6,4,2,4680,15232,3,0,17,3,1,0,4,2,3,1,0,0,0,1,2,2
32,0,2,929,2,10,3,2,722,4,1,55,3,2,7,4,2,5396,21703,1,0,12,3,4,0,10,2,2,10,7,0,8,3,2,1
50,1,1,562,2,8,2,5,723,2,1,50,3,2,7,3,1,6796,23452,3,1,14,3,1,1,18,4,3,4,3,1,3,2,0,3
38,0,2,827,1,1,4,1,724,2,0,33,4,2,0,4,2,7625,19383,0,0,13,3,3,0,10,4,2,9,7,1,8,3,0,2
27,0,2,608,1,1,2,1,725,3,0,68,3,3,4,1,1,7412,6009,1,0,11,3,4,0,9,3,3,9,7,0,7,3,0,1
47,0,2,703,2,14,4,2,728,4,1,42,3,2,7,1,2,4960,11825,2,0,12,3,4,0,20,2,3,7,7,1,7,3,2,3
60,0,2,1179,2,16,4,2,732,1,1,84,3,2,7,1,2,5405,11924,8,0,14,3,4,0,10,1,3,2,2,2,2,1,2,3
50,0,2,316,2,8,4,2,738,4,1,54,3,1,8,2,1,3875,9983,7,0,15,3,4,1,4,2,3,2,2,2,2,1,2,3
28,1,2,654,1,1,2,1,741,1,0,67,1,1,6,2,2,2216,3872,7,1,13,3,4,0,10,4,3,7,7,3,7,3,1,1
38,0,2,168,1,1,3,1,743,3,0,81,3,3,4,3,2,7861,15397,4,1,14,3,4,0,10,4,4,1,0,0,0,1,0,2
42,1,1,933,1,19,3,3,752,3,1,57,4,1,6,3,0,2759,20366,6,1,12,3,4,0,7,2,3,2,2,2,2,1,1,2
34,0,2,970,1,8,2,3,757,2,0,96,3,2,0,3,2,6142,7360,3,0,11,3,4,0,10,2,3,5,1,4,3,2,2,1
23,0,2,650,1,9,1,3,758,2,1,37,3,1,2,1,1,2500,4344,1,0,14,3,4,1,5,2,4,4,3,0,2,2,1,0
27,0,2,975,1,7,3,3,764,4,0,55,2,2,0,1,2,6811,23398,8,0,19,3,1,0,9,2,1,7,6,0,7,3,0,1
29,0,2,1090,2,10,3,2,766,4,1,83,3,1,8,2,0,2297,17967,1,0,14,3,4,2,2,2,3,2,2,2,2,1,1,1
53,0,2,346,1,6,3,1,769,4,1,86,3,2,2,4,2,2450,10919,2,0,17,3,4,0,19,4,3,2,2,2,2,1,1,3
35,0,0,1225,1,2,4,1,771,4,0,61,3,2,0,1,0,5093,4761,2,0,11,3,1,1,16,2,4,1,0,0,0,1,2,1
32,0,1,430,1,24,4,1,772,1,1,80,3,2,2,4,1,5309,21146,1,0,15,3,4,2,10,2,3,10,8,4,7,3,2,1
34,0,2,167,1,8,5,1,775,2,0,32,3,2,4,1,0,5121,4187,3,0,14,3,3,1,7,3,3,0,0,0,0,1,2,1
45,0,2,954,2,2,2,5,783,2,1,46,1,2,8,3,2,6632,12388,0,0,13,3,1,0,9,3,3,8,7,3,1,3,0,2
23,0,2,310,1,10,1,3,784,1,1,79,4,1,6,3,2,3505,19630,1,0,18,3,4,0,2,3,3,2,2,0,2,1,1,0
47,1,1,719,2,27,2,1,785,2,0,77,4,2,7,3,2,6397,10339,4,1,12,3,4,0,8,2,3,5,4,1,3,2,2,3
36,0,0,1434,2,8,4,1,789,1,1,76,2,3,7,1,2,7587,14229,1,0,15,3,2,0,10,1,3,10,7,0,9,3,0,2
52,0,0,715,1,19,4,3,791,4,1,41,3,1,6,4,1,4258,26589,0,0,18,3,1,1,5,3,3,4,3,1,2,2,2,3
26,0,1,575,1,1,2,1,792,1,0,71,1,1,2,4,0,4364,5288,3,0,14,3,1,1,5,2,3,2,2,2,0,1,2,1
29,0,2,657,1,27,3,3,793,2,0,66,3,2,0,3,1,4335,25549,4,0,12,3,1,1,11,3,2,8,7,1,1,3,2,1
26,1,2,1146,2,8,3,5,796,4,1,38,2,2,7,1,2,5326,3064,6,0,17,3,3,0,6,2,2,4,3,1,2,2,2,1
34,0,2,182,1,1,4,1,797,2,0,72,4,1,6,4,2,3280,13551,2,0,16,3,3,0,10,2,3,4,2,1,3,2,1,1
27,0,1,829,2,8,1,2,800,3,1,84,3,2,7,4,1,4342,24008,0,0,19,3,2,1,5,3,3,4,2,1,1,2,2,1
37,0,2,571,1,10,1,1,802,4,0,82,3,1,6,1,0,2782,19905,0,1,13,3,2,2,6,3,2,5,3,4,3,2,1,2
34,0,2,121,1,2,4,3,804,3,0,86,2,1,6,1,2,4381,7530,1,0,11,3,3,0,6,3,3,6,5,1,3,3,2,1
35,0,2,384,2,8,4,1,805,1,0,72,3,1,8,4,1,2572,20317,1,0,16,3,2,1,3,1,2,3,2,0,2,2,1,1
34,0,2,1111,2,8,2,1,808,3,0,93,3,2,7,1,1,6500,13305,5,0,17,3,2,1,6,1,3,3,2,1,2,2,2,1
29,1,2,805,1,1,2,1,816,2,0,36,2,1,2,1,1,2319,6689,1,1,11,3,4,1,1,1,3,1,0,0,0,1,1,1
33,0,2,213,1,7,3,3,817,3,1,49,3,3,5,3,1,11691,25995,0,0,11,3,4,0,14,3,4,13,9,3,7,0,0,1
33,1,2,118,2,16,3,2,819,1,0,69,3,2,7,1,2,5324,26507,5,0,15,3,3,0,6,3,3,3,2,0,2,2,2,1
36,0,2,676,1,1,3,4,823,3,0,35,3,2,4,2,1,5228,23361,0,0,15,3,1,1,10,2,3,9,7,0,5,3,2,2
28,1,2,890,1,2,4,3,828,3,1,46,3,1,6,3,2,4382,16374,6,0,17,3,4,0,5,3,2,2,2,2,1,1,2,1
36,0,2,1041,0,13,3,0,829,3,1,36,3,1,1,2,1,2143,25527,4,0,13,3,2,1,8,2,3,5,2,0,4,2,1,2
45,0,2,252,1,2,3,1,834,2,0,95,2,1,6,3,2,2274,6153,1,0,14,3,4,0,1,3,3,1,0,0,0,1,1,2
38,0,1,471,1,12,3,1,837,1,1,45,2,2,0,1,0,6288,4284,2,0,15,3,3,1,13,3,2,4,3,1,2,2,2,2
34,0,1,702,1,16,4,1,838,3,0,100,2,1,6,4,2,2553,8306,1,0,16,3,3,0,6,3,3,5,2,1,3,2,1,1
27,0,2,269,1,5,1,5,844,3,1,42,2,3,5,4,0,12808,8842,1,1,16,3,2,1,9,3,3,9,8,0,8,3,0,1
34,0,2,829,0,3,2,0,847,3,1,88,3,1,1,4,1,3737,2243,0,0,19,3,3,1,4,1,1,3,2,0,2,2,2,1
26,1,1,887,1,5,2,3,848,3,0,88,2,1,6,3,1,2366,20898,1,1,14,3,1,1,8,2,3,8,7,1,7,3,1,1
25,0,2,180,1,2,1,3,854,1,1,65,4,1,6,1,2,3424,21632,7,0,13,3,3,0,6,3,2,4,3,0,1,2,1,0
35,0,2,1343,1,27,1,3,856,3,0,53,2,1,6,1,2,2559,17852,1,0,11,3,4,0,6,3,2,6,5,1,1,3,1,1
36,0,2,928,2,1,2,1,857,2,1,56,3,2,7,4,1,6201,2823,1,1,14,3,4,1,18,1,2,18,14,4,11,0,2,2
32,0,2,117,2,13,4,1,859,2,1,73,3,2,7,4,0,4403,9250,2,0,11,3,3,1,8,3,2,5,2,0,3,2,2,1
45,0,2,930,2,9,3,2,864,4,1,74,3,3,7,1,0,10761,19239,4,1,12,3,3,1,18,2,3,5,4,0,2,2,0,2
32,0,2,638,1,8,2,3,865,3,0,91,4,2,6,3,1,5175,22162,5,0,12,3,3,1,9,3,2,5,3,1,3,2,2,1
37,0,2,342,2,16,4,2,868,4,1,66,2,2,7,3,0,6334,24558,4,0,19,3,4,2,9,2,3,1,0,0,0,1,2,2
42,0,1,1271,1,2,1,3,875,2,1,35,3,1,6,4,2,2515,9068,5,1,14,3,4,0,8,2,3,2,1,2,2,1,1,2
25,0,2,141,2,3,1,4,879,3,1,98,3,2,7,1,1,4194,14363,1,1,18,3,4,0,5,3,3,5,3,0,3,2,2,0
32,0,0,300,1,1,3,1,882,4,1,61,3,1,2,4,0,2314,9148,0,0,12,3,2,1,4,2,3,3,0,0,2,2,1,1
25,0,2,583,2,4,1,2,885,3,1,87,2,2,7,1,1,4256,18154,1,0,12,3,1,0,5,1,4,5,2,0,3,2,2,0
49,0,2,1418,1,1,3,5,887,3,0,36,3,1,6,1,1,3580,10554,2,0,16,3,2,1,7,2,3,4,2,0,2,2,1,3
24,0,0,1269,1,4,1,1,888,1,1,46,2,1,2,4,1,3162,10778,0,0,17,3,4,0,6,2,2,5,2,3,4,2,1,0
32,0,1,379,2,5,2,1,889,2,1,48,3,2,7,2,1,6524,8891,1,0,14,3,4,1,10,3,3,10,8,5,3,3,2,1
38,0,2,395,2,9,3,2,893,2,1,98,2,1,8,2,1,2899,12102,0,0,19,3,4,1,3,3,3,2,2,1,2,1,1,2
42,0,2,1265,1,3,3,1,894,3,0,95,4,2,2,4,1,5231,23726,2,1,13,3,2,1,17,1,2,5,3,1,3,2,2,2
31,0,2,1222,1,11,4,1,895,4,1,48,3,1,6,4,1,2356,14871,3,1,19,3,2,1,8,2,3,6,4,0,2,3,1,1
35,0,2,672,1,25,3,5,899,4,1,78,2,3,4,2,1,10903,9129,3,0,16,3,1,0,16,2,3,13,10,4,8,0,0,1
37,0,1,1231,2,21,2,3,900,3,0,54,3,1,8,4,1,2973,21222,5,0,15,3,2,1,10,3,3,5,4,0,0,2,1,2
43,0,1,422,1,1,3,1,902,4,0,33,3,2,0,4,1,5562,21782,4,0,13,3,2,1,12,2,2,5,2,2,2,2,2,2
37,0,0,1252,2,19,2,3,904,1,1,32,3,3,7,2,2,7642,4814,1,1,13,3,4,0,10,2,3,10,0,0,9,3,0,2
39,0,2,1383,0,2,3,1,909,4,0,42,2,2,1,4,1,5204,7790,8,0,11,3,3,2,13,2,3,5,4,0,4,2,2,2
33,0,2,1075,0,3,2,0,910,4,1,57,3,1,1,2,0,2277,22650,3,1,11,3,3,1,7,4,4,4,3,0,3,2,1,1
28,0,2,821,2,5,4,3,916,1,1,98,3,2,7,4,2,4908,24252,1,0,14,3,2,0,4,3,3,4,2,0,2,2,2,1
20,1,2,500,2,2,3,3,922,3,0,49,2,1,8,3,2,2044,22052,1,0,13,3,4,0,2,3,2,2,2,0,2,1,1,0
21,1,2,1427,1,18,1,4,923,4,0,65,3,1,6,4,2,2693,8870,1,0,19,3,1,0,1,3,2,1,0,0,0,1,1,0
36,0,2,1425,1,14,1,1,924,3,1,68,3,2,0,4,1,6586,4821,0,1,17,3,1,1,17,2,2,16,8,4,11,0,0,2
47,0,2,1454,2,2,4,1,925,4,0,65,2,1,8,4,2,3294,13137,1,1,18,3,1,0,3,3,2,3,2,1,2,2,1,3
22,1,2,617,1,3,1,1,926,2,0,34,3,2,4,3,1,4171,10022,0,1,19,3,1,1,4,3,4,3,2,0,2,2,2,0
41,1,2,1085,1,2,4,1,927,2,0,57,1,1,2,4,0,2778,17725,4,1,13,3,3,1,10,1,2,7,7,1,0,3,1,2
28,0,2,995,1,9,3,3,930,3,0,77,3,1,6,3,0,2377,9834,5,0,18,3,2,1,6,2,3,2,2,2,2,1,1,1
27,0,2,618,1,4,3,1,933,2,0,76,3,1,6,3,2,2318,17808,1,0,19,3,3,0,1,2,3,1,1,0,0,1,1,1
34,0,2,546,1,10,3,1,934,2,1,83,3,1,2,2,0,2008,6896,1,0,14,3,2,2,1,3,3,1,0,1,0,1,1,1
33,0,2,1198,1,1,4,4,939,3,1,100,2,1,6,1,2,2799,3339,3,1,11,3,2,0,6,1,3,3,2,0,2,2,1,1
31,0,2,154,2,7,4,1,941,2,1,41,2,1,8,3,1,2329,11737,3,0,15,3,2,0,13,2,4,7,7,5,2,3,1,1
48,0,2,1469,1,20,4,3,945,4,1,51,3,1,6,3,1,2259,5543,4,0,17,3,1,2,13,2,2,0,0,0,0,1,1,3
31,0,0,1188,2,20,2,2,947,4,0,45,3,2,7,3,1,6932,24406,1,0,13,3,4,1,9,2,2,9,8,0,0,3,0,1
38,0,2,1333,1,1,3,5,950,4,0,80,3,3,5,1,1,13582,16292,1,0,13,3,2,1,15,3,3,15,12,5,11,0,0,2
40,0,2,658,2,10,4,2,954,1,1,67,2,3,7,2,0,9705,20652,2,0,12,3,2,1,11,2,2,1,0,0,0,1,0,2
26,0,1,1283,2,1,3,3,956,3,1,52,2,2,7,1,2,4294,11148,1,0,12,3,2,0,7,2,3,7,7,0,7,3,2,1
19,1,2,419,2,21,3,4,959,4,1,37,2,1,8,2,2,2121,9947,1,1,13,3,2,0,1,3,4,1,0,0,0,1,1,0
20,1,2,129,1,4,3,5,960,1,1,84,3,1,2,1,2,2973,13008,1,0,19,3,2,0,1,2,3,1,0,0,0,1,1,0
40,0,1,1469,1,9,4,3,964,4,1,35,3,1,6,2,0,3617,25063,8,1,14,3,4,1,3,2,3,1,1,0,0,1,1,2
33,0,2,1069,1,1,3,1,969,2,0,42,2,2,0,4,2,6949,12291,0,0,14,3,1,0,6,3,3,5,0,1,4,2,0,1
35,0,2,1219,2,18,3,3,975,3,0,86,3,2,7,3,1,4601,6179,1,0,16,3,2,0,5,3,3,5,2,1,0,2,2,1
38,0,0,152,2,10,3,5,983,3,0,85,3,2,7,4,2,5666,19899,1,1,13,3,2,0,6,1,3,5,3,1,3,2,2,2
35,0,2,882,2,3,4,1,984,4,1,92,3,3,7,4,0,7823,6812,6,0,13,3,2,1,12,2,3,10,9,0,8,3,0,1
39,0,2,903,2,2,5,1,985,1,1,41,4,3,7,3,2,7880,2560,0,0,18,3,4,0,9,3,3,8,7,0,7,3,0,2
40,1,0,1479,2,24,3,1,986,2,0,100,4,4,7,2,2,13194,17071,4,1,16,3,4,0,22,2,2,1,0,0,0,1,0,2
36,0,0,1229,2,8,4,5,990,1,1,84,3,2,7,4,0,5079,25952,4,0,13,3,4,2,12,3,3,7,7,0,7,3,2,2
33,0,2,461,1,13,1,1,995,2,0,53,3,1,6,4,2,3452,17241,3,0,18,3,1,0,5,4,3,3,2,0,2,2,1,1
45,0,2,974,1,1,4,3,996,4,0,91,3,1,2,4,0,2270,11005,3,0,14,3,4,2,8,2,3,5,3,0,2,2,1,2
33,0,1,827,1,1,4,4,998,3,0,84,4,2,0,2,1,5488,20161,1,1,13,3,1,1,6,2,3,6,5,1,2,3,2,1
45,0,0,248,1,23,2,1,1002,4,1,42,3,2,2,1,1,3633,14039,1,1,15,3,3,1,9,2,3,9,8,0,8,3,2,2
30,1,2,138,1,22,3,1,1004,1,0,48,3,1,6,3,1,2132,11539,4,1,11,3,2,0,7,2,3,5,2,0,1,2,1,1
50,0,2,939,1,24,3,1,1005,4,1,95,3,4,4,3,1,13973,4161,3,1,18,3,4,1,22,2,3,12,11,1,5,0,0,3
46,0,2,566,1,7,2,3,1007,4,1,75,3,3,4,3,0,10845,24208,6,0,13,3,2,1,13,3,3,8,7,0,7,3,0,3
31,0,1,853,1,1,1,1,1011,3,0,96,3,2,4,1,1,4148,11275,1,0,12,3,3,1,4,1,3,4,3,0,3,2,2,1
18,0,0,287,1,5,2,1,1012,2,1,73,3,1,6,4,2,1051,13493,1,0,15,3,4,0,0,2,3,0,0,0,0,1,1,0
54,0,2,1441,1,17,3,5,1013,3,0,56,3,3,4,3,1,10739,13943,8,0,11,3,3,1,22,2,3,10,7,0,8,3,0,3
20,1,2,1097,1,11,3,3,1016,4,0,98,2,1,6,1,2,2600,18275,1,1,15,3,1,0,1,2,3,1,0,0,0,1,1,0
30,1,1,109,1,5,3,3,1017,2,0,60,3,1,2,2,2,2422,25725,0,0,17,3,1,0,4,3,3,3,2,1,2,2,1,1
26,0,2,1066,1,2,2,3,1018,4,1,32,4,2,4,4,1,5472,3334,1,0,12,3,2,0,8,2,3,8,7,1,3,3,2,1
22,0,2,217,1,8,1,1,1019,2,1,94,1,1,2,1,1,2451,6881,1,0,15,3,1,1,4,3,2,4,3,1,1,2,1,0
27,0,2,1055,1,2,4,1,1027,1,0,47,3,2,4,4,1,4227,4658,0,0,18,3,2,1,4,2,3,3,2,2,2,2,2,1
37,1,2,1141,1,11,2,3,1033,1,0,61,1,2,0,2,1,4777,14382,5,0,15,3,1,0,15,2,1,1,0,0,0,1,2,2
38,0,2,1035,2,3,4,1,1036,2,1,42,3,2,7,4,2,6861,4981,8,1,12,3,3,0,19,1,3,1,0,0,0,1,0,2
33,0,0,1038,2,8,1,1,1044,2,0,88,2,1,8,4,2,2342,21437,0,0,19,3,4,0,3,2,2,2,2,2,2,1,1,1
34,0,2,216,2,1,4,2,1047,2,1,75,4,2,7,4,0,9725,12278,0,0,11,3,4,1,16,2,2,15,1,0,9,0,0,1
59,0,2,1089,2,1,2,5,1048,2,1,66,3,3,3,4,1,11904,11038,3,1,14,3,3,1,14,1,1,6,4,0,4,3,0,3
45,0,2,788,0,24,4,3,1049,2,1,36,3,1,1,2,2,2177,8318,1,0,16,3,1,0,6,3,3,6,3,0,4,3,1,2
36,1,2,660,1,15,3,4,1052,1,1,81,3,2,2,3,0,4834,7858,7,0,14,3,2,1,9,3,2,1,0,0,0,1,2,2
26,1,1,342,1,2,3,1,1053,1,1,57,3,1,6,1,1,2042,15346,6,1,14,3,2,1,6,2,3,3,2,1,2,2,1,1
34,0,2,1333,2,10,4,1,1055,3,0,87,3,1,8,3,1,2220,18410,1,1,19,3,4,1,1,2,3,1,1,0,0,1,1,1
38,0,1,1186,1,3,4,4,1060,3,1,44,3,1,6,3,1,2821,2997,3,0,16,3,1,1,8,2,3,2,2,2,2,1,1,2
37,0,2,124,1,3,3,4,1062,4,0,35,3,2,0,2,2,4107,13848,3,0,15,3,1,0,8,3,2,4,3,0,1,2,2,2
56,0,1,1240,1,9,3,3,1071,1,0,63,3,1,6,3,1,2942,12154,2,0,19,3,2,1,18,4,3,5,4,0,3,2,1,3
20,1,1,769,2,9,3,2,1077,4,0,54,3,1,8,4,2,2323,17205,1,1,14,3,2,0,2,3,3,2,2,0,2,1,1,0
28,1,0,1366,1,24,2,5,1082,2,1,72,2,3,0,1,2,8722,12355,1,0,12,3,1,0,10,2,2,10,7,1,9,3,0,1
26,0,2,192,1,1,2,3,1083,1,1,59,2,1,2,1,1,3955,11141,1,0,16,3,1,2,6,2,3,5,3,1,3,2,2,1
30,0,2,1176,1,20,3,4,1084,3,1,85,3,2,4,1,1,9957,9096,0,0,15,3,3,1,7,1,2,6,2,0,2,3,0,1
41,0,2,509,1,7,2,5,1085,2,0,43,4,1,6,3,1,3376,18863,1,0,13,3,3,0,10,3,3,10,6,0,8,3,1,2
55,0,1,1091,1,2,1,1,1096,4,1,65,3,3,4,2,1,10976,15813,3,0,18,3,2,1,23,4,3,3,2,1,2,2,0,3
28,0,2,857,1,10,3,4,1097,3,0,59,3,2,6,3,2,3660,7909,3,0,13,3,4,0,10,4,4,8,7,1,7,3,2,1
